Ranking,Vehicle Year-Model,Coefficient
1345.0,1997.0_SUPER DUTY,23.257870208996085
1344.0,1998.0_NEON,23.297778394953912
1343.0,2000.0_MONTE CARLO,23.30946703542715
1342.0,1969.0_CORVAIR,23.314881795462277
1341.0,1998.0_TL,23.343393524776676
1340.0,1990.0_SPIRIT,23.36281322543311
1339.0,1990.0_CENTURY,23.413109782460968
1338.0,2005.0_GRAND AM,23.413469322307268
1337.0,1996.0_IMPREZA,23.454758539226457
1336.0,2011.0_SONATA,23.4868891684658
1335.0,2001.0_LS,23.493496034497838
1334.0,1993.0_NEW YORKER,23.52136710140367
1333.0,2011.0_NITRO,23.539658170354226
1332.0,1995.0_F-450,23.55963119284617
1331.0,2002.0_WINDSTAR,23.563394315805876
1330.0,1998.0_AURORA,23.563434496217997
1329.0,2004.0_SORENTO,23.573631572653333
1328.0,1996.0_X-90,23.574453963856488
1327.0,1998.0_GRAND AM,23.61448523009272
1326.0,1998.0_AMIGO,23.65738731511256
1325.0,2001.0_C70,23.660214222249632
1324.0,2017.0_4000 S,23.716900533407486
1323.0,2001.0_X5,23.739204680386987
1322.0,1988.0_CORSICA,23.76187888519462
1321.0,1992.0_MX-3,23.77686798672896
1320.0,2009.0_XD,23.846992339454506
1319.0,1999.0_GRAND AM,23.890139533591423
1318.0,1990.0_CELICA,23.89270179977481
1317.0,1997.0_LESABRE,23.90097637716603
1316.0,2006.0_M45,23.944512160642148
1315.0,1995.0_CIVIC,23.96447293832321
1314.0,2000.0_SUNFIRE,23.98663416158815
1313.0,2001.0_S-CLASS,23.993734906666436
1312.0,2007.0_AMANTI,24.00555322855503
1311.0,1997.0_SEBRING,24.05660731798786
1310.0,1998.0_CIVIC,24.062033563529067
1309.0,2001.0_EXCURSION,24.093882830971836
1308.0,2010.0_CIVIC,24.139083830341917
1307.0,2004.0_OUTLANDER,24.253882142211797
1306.0,2008.0_ODYSSEY,24.2681676965202
1305.0,2011.0_XF,24.28174709420057
1304.0,1992.0_CAMRY,24.30511139021662
1303.0,2000.0_ECLIPSE,24.350101942379926
1302.0,1993.0_3000GT,24.365096276372746
1301.0,2002.0_ECHO,24.402964306326865
1300.0,1990.0_SUBURBAN,24.40789154973912
1299.0,2003.0_TRACKER,24.425820643538884
1298.0,2022.0_OUTLANDER SPORT,24.450525000183365
1297.0,2019.0_SONIC,24.457521138869367
1296.0,1976.0_MALIBU,24.46741583370041
1295.0,2003.0_NEON,24.493808000927746
1294.0,1979.0_DEVILLE,24.50149705365873
1293.0,2005.0_ENVOY XUV,24.533970549415926
1292.0,2000.0_PROTEGE,24.535511887228818
1291.0,2013.0_F-150,24.572238651444138
1290.0,2008.0_IS 350,24.648053906848943
1289.0,2013.0_200,24.66719992631194
1288.0,1989.0_ELECTRA,24.683020459962364
1287.0,2019.0_IMPALA,24.709073306979437
1286.0,2002.0_YUKON XL,24.728088912322587
1285.0,2004.0_SENTRA,24.785853117951397
1284.0,2006.0_7 SERIES,24.798258743706022
1283.0,2001.0_TAURUS,24.82415554661913
1282.0,2007.0_LIBERTY,24.870473483448006
1281.0,2002.0_S40,24.908552412520546
1280.0,2000.0_GRAND CHEROKEE,24.915704301365142
1279.0,2022.0_2500,24.920438359127164
1278.0,2009.0_IMPALA,24.933158679919156
1277.0,2007.0_SAVANA,24.955652234405697
1276.0,2008.0_MKZ,24.96213308823989
1275.0,2008.0_NAVIGATOR L,24.990002086742358
1274.0,2008.0_AVEO5,24.99718366686215
1273.0,1998.0_CL,25.01338785132082
1272.0,1995.0_C3500,25.01974225420172
1271.0,1991.0_CELICA,25.027592669304422
1270.0,1991.0_RANGER,25.096513579213394
1269.0,1987.0_CARAVAN,25.127671340370753
1268.0,1988.0_ELDORADO,25.16273769583792
1267.0,1990.0_SILHOUETTE,25.172169122217944
1266.0,1992.0_ES 300,25.17888193401271
1265.0,2010.0_C-CLASS,25.215152906400753
1264.0,2003.0_COROLLA,25.22210290149083
1263.0,2005.0_EXPLORER SPORT TRAC,25.241632235240072
1262.0,2003.0_SLK-CLASS,25.251793935228594
1261.0,1991.0_ACCLAIM,25.31773755403357
1260.0,2020.0_CIVIC,25.38183701929532
1259.0,2013.0_CHARGER,25.391057136209973
1258.0,1998.0_VOYAGER,25.39545308070292
1257.0,2013.0_GENESIS,25.4160502050112
1256.0,2007.0_PRIUS,25.442904162113372
1255.0,2007.0_XTERRA,25.468657175928023
1254.0,2013.0_FIT,25.487751621625307
1253.0,2013.0_BEETLE,25.52352330980871
1252.0,1989.0_ELDORADO,25.540475908279486
1251.0,2010.0_CARAVAN,25.56885751559751
1250.0,1997.0_SWIFT,25.576657873361178
1249.0,1999.0_COUGAR,25.686329082846886
1248.0,1999.0_PROTEGE,25.695652706255864
1247.0,2013.0_MAZDA5,25.75239285297203
1246.0,2005.0_IMPREZA,25.810512898572913
1245.0,2006.0_TUNDRA,25.821000736114023
1244.0,1999.0_4RUNNER,25.82613844910319
1243.0,1997.0_F-150,25.832718555339273
1242.0,2007.0_SANTA FE,25.834580933980718
1241.0,2001.0_CONCORDE,25.853218016738612
1240.0,1998.0_FIREBIRD,25.90453539121777
1239.0,2003.0_STRATUS,25.91690456137315
1238.0,2007.0_JETTA,25.931965973944582
1237.0,1988.0_F-250,25.966709597997998
1236.0,2002.0_SC 430,26.04026693927428
1235.0,2007.0_EXPLORER,26.07335197255539
1234.0,2000.0_MX-5 MIATA,26.080984992232267
1233.0,2014.0_CAMRY,26.095935638069154
1232.0,2003.0_MONTE CARLO,26.116890157852954
1231.0,1998.0_C3500,26.131138475585747
1230.0,2010.0_G37,26.139124454475144
1229.0,2001.0_911,26.140594781067204
1228.0,1992.0_F-250,26.156858086168885
1227.0,2000.0_JETTA,26.181827853746206
1226.0,2008.0_MAZDA6,26.205461116004173
1225.0,2005.0_DAKOTA,26.21088252102419
1224.0,2006.0_SEBRING,26.212006167950708
1223.0,1979.0_RIVIERA,26.238633330049492
1222.0,2006.0_JETTA,26.257170855699922
1221.0,2015.0_PATRIOT,26.3004375176408
1220.0,1993.0_GS 300,26.308600481664506
1219.0,2005.0_EXPLORER,26.37618194060535
1218.0,1991.0_SENTRA,26.405191931836526
1217.0,2002.0_F-250,26.436057024985434
1216.0,2002.0_S60,26.47182224537647
1215.0,2001.0_LESABRE,26.480980813782466
1214.0,1972.0_CJ5,26.51007045875841
1213.0,1988.0_BRONCO,26.54177426870412
1212.0,1992.0_THUNDERBIRD,26.554543590299268
1211.0,1965.0_CORVAIR,26.567567512582553
1210.0,1987.0_NINETY EIGHT,26.646405504342795
1209.0,2000.0_ESCALADE,26.676192948375324
1208.0,2007.0_GS 350,26.691377986109984
1207.0,1999.0_SENTRA,26.69986925042813
1206.0,1990.0_RIVIERA,26.72101073435402
1205.0,2011.0_GRAND MARQUIS,26.741508750607334
1204.0,1999.0_TAURUS,26.74880262254639
1203.0,2006.0_ELANTRA,26.772780790257382
1202.0,2017.0_GTI,26.804535149532374
1201.0,2004.0_MUSTANG,26.807247705292333
1200.0,2007.0_ENDEAVOR,26.81529516130973
1199.0,1987.0_ALLANTE,26.832280257599123
1198.0,2009.0_OPTIMA,26.835620214642724
1197.0,1998.0_K1500,26.871281167142364
1196.0,1996.0_BRAVADA,26.88403848810454
1195.0,2018.0_IMPALA,26.88806484269575
1194.0,2000.0_TAURUS,26.911553856740557
1193.0,1999.0_ALERO,27.01795988120065
1192.0,2002.0_DEVILLE,27.075696730313968
1191.0,2005.0_ELANTRA,27.13395922731761
1190.0,2005.0_MONTANA,27.150433597563953
1189.0,2006.0_TUCSON,27.188237187965157
1188.0,1994.0_ACCLAIM,27.193506396278305
1187.0,1998.0_SENTRA,27.206355153709566
1186.0,1995.0_RODEO,27.20768420707133
1185.0,2000.0_F-150,27.217279260358413
1184.0,1997.0_SEPHIA,27.231303159406256
1183.0,2018.0_CRUZE,27.271351821704684
1182.0,1984.0_SENTRA,27.27675338300773
1181.0,1989.0_VAN,27.279905623547368
1180.0,1999.0_GOLF,27.295172347014375
1179.0,2016.0_ELANTRA,27.30076928950942
1178.0,1996.0_TAURUS,27.332743659476527
1177.0,1975.0_MIDGET,27.37262656313659
1176.0,2003.0_MONTERO SPORT,27.383225926945286
1175.0,2001.0_LUMINA,27.386631756030265
1174.0,2015.0_ILX,27.39543988309916
1173.0,2005.0_MONTANA SV6,27.418780642160968
1172.0,1985.0_200SX,27.440219035272744
1171.0,1993.0_SIERRA,27.476438589793826
1170.0,1997.0_ALTIMA,27.527938890443608
1169.0,2020.0_ECLIPSE CROSS,27.540181183653008
1168.0,1997.0_MARK VIII,27.5573205119816
1167.0,1984.0_RAM VAN,27.58168128189952
1166.0,2012.0_A5,27.585441883514505
1165.0,2003.0_MURANO,27.591217467578982
1164.0,2011.0_ACADIA,27.600002213892353
1163.0,2008.0_FORTWO,27.61370247708747
1162.0,2013.0_TL,27.61576244079977
1161.0,1980.0_RAM VAN,27.618588717527114
1160.0,1973.0_P.U. D-250,27.639997728464866
1159.0,1986.0_F-250,27.734501522014483
1158.0,2008.0_RIO5,27.75719130124421
1157.0,1997.0_LEGACY,27.772806565202526
1156.0,1979.0_ECONOLINE WAGON,27.774236395919473
1155.0,2015.0_200,27.779984766247086
1154.0,1995.0_ASTRO,27.793659154118973
1153.0,2010.0_FOCUS,27.813695647215997
1152.0,1981.0_SUBURBAN,27.824711324733034
1151.0,2009.0_M-CLASS,27.825284354439344
1150.0,1991.0_TRACKER,27.826111799191565
1149.0,1999.0_CARAVAN,27.844346291346945
1148.0,2007.0_FIVE HUNDRED,27.870702631969845
1147.0,2002.0_DIAMANTE,27.875157811098337
1146.0,1985.0_CUTLASS SUPREME,27.896227979505294
1145.0,2009.0_TOUAREG,27.912881979298216
1144.0,1998.0_ACHIEVA,27.917169010885946
1143.0,1996.0_INTEGRA,27.980451164936376
1142.0,1994.0_FIREBIRD,28.018494884887847
1141.0,2005.0_MAZDA6,28.037558187074616
1140.0,2007.0_CTS,28.100365609349144
1139.0,2004.0_TL,28.149998682963023
1138.0,2005.0_CL-CLASS,28.1508546943067
1137.0,2001.0_CIVIC,28.1768907936729
1136.0,2010.0_SRX,28.180022403525964
1135.0,1990.0_WRANGLER,28.280898477213725
1134.0,2000.0_CARAVAN,28.31469547539595
1133.0,1996.0_7 SERIES,28.316197048583675
1132.0,2007.0_EDGE,28.329472465095026
1131.0,1992.0_CORSICA,28.34541609544685
1130.0,2005.0_ECHO,28.35490397753838
1129.0,2005.0_TL,28.367769002427885
1128.0,1998.0_I30,28.378461740900462
1127.0,2000.0_SAFARI,28.391823595495797
1126.0,2023.0_IONIQ HYBRID,28.476390319453056
1125.0,1991.0_RAMCHARGER,28.482271056565875
1124.0,1987.0_F-250,28.501693144348835
1123.0,1969.0_DEVILLE,28.503132800572846
1122.0,2002.0_F-150,28.54138553067891
1121.0,1979.0_300,28.587650055397926
1120.0,2006.0_RELAY,28.59251845182079
1119.0,1985.0_LESABRE,28.628656310291614
1118.0,2007.0_COROLLA,28.668624313462857
1117.0,2005.0_SRX,28.722947301116253
1116.0,2002.0_PRIUS,28.73290448004313
1115.0,1972.0_CUTLASS,28.782311588039658
1114.0,1995.0_VOYAGER,28.826360995228534
1113.0,2011.0_XB,28.88338578288315
1112.0,1990.0_G3500 VANDURA,28.897555939093852
1111.0,2001.0_OPTIMA,28.90612551651628
1110.0,1992.0_GRAND PRIX,28.92767759085437
1109.0,1997.0_CAMARO,28.93122377619017
1108.0,2008.0_RONDO,28.936110032172323
1107.0,1991.0_CAPRICE,28.981039339923772
1106.0,2006.0_DTS,29.003468412810467
1105.0,1989.0_FLEETWOOD,29.026445596590943
1104.0,1993.0_MX-5 MIATA,29.052433864896628
1103.0,2012.0_SONATA HYBRID,29.055693418755233
1102.0,2009.0_AURA,29.070767751563505
1101.0,2011.0_PATHFINDER,29.088465096478462
1100.0,2010.0_EQUINOX,29.100083669365837
1099.0,2002.0_G20,29.117332042459488
1098.0,1998.0_QUEST,29.125898648084657
1097.0,2011.0_SILVERADO,29.166486390726153
1096.0,2001.0_ACCENT,29.18674476814985
1095.0,1996.0_A6,29.215660030114275
1094.0,1998.0_E-CLASS,29.244112922432084
1093.0,2015.0_OPTIMA,29.263489249265707
1092.0,1999.0_RL,29.282179407654485
1091.0,1996.0_ECLIPSE,29.380621495796746
1090.0,1996.0_JIMMY,29.391736825881647
1089.0,2004.0_RX 330,29.406057216713716
1088.0,2008.0_SORENTO,29.42878296882302
1087.0,2005.0_CAMRY SOLARA,29.43049109428132
1086.0,2017.0_COROLLA,29.43235908324194
1085.0,2009.0_A5,29.43813639490064
1084.0,2004.0_ASTRO,29.440335069995786
1083.0,1999.0_DAKOTA,29.46740722145547
1082.0,2000.0_LANOS,29.471498233140114
1081.0,2008.0_RANGE ROVER SPORT,29.50077822356596
1080.0,2002.0_TOWN CAR,29.53811413070101
1079.0,1998.0_SIENNA,29.588603130292462
1078.0,1994.0_RODEO,29.621478105667528
1077.0,1991.0_JIMMY,29.657414078986502
1076.0,1989.0_5 SERIES,29.692374159589924
1075.0,2015.0_TAURUS,29.734295742893835
1074.0,2005.0_SUNFIRE,29.802540263719415
1073.0,2005.0_ION,29.804804096835994
1072.0,2017.0_FLEX,29.838904781840174
1071.0,2012.0_SONATA,29.895597203296894
1070.0,2007.0_LUCERNE,29.935249340842947
1069.0,2006.0_SEDONA,29.957500429866254
1068.0,2011.0_VERACRUZ,29.98518602707042
1067.0,1980.0_F-250,30.005827660563643
1066.0,2003.0_TAURUS,30.009179231231933
1065.0,1989.0_B-SERIES,30.051525129747393
1064.0,1996.0_PASSPORT,30.0586915047477
1063.0,2001.0_TUNDRA,30.060553829625885
1062.0,1988.0_ASTRO,30.062733091941972
1061.0,2000.0_TRACKER,30.09419118259303
1060.0,2010.0_ACCENT,30.10073225288488
1059.0,1998.0_ASTRO,30.142300052163716
1058.0,1989.0_RANGER,30.142350027048522
1057.0,2007.0_ELEMENT,30.169622358645015
1056.0,1982.0_K10,30.177942295020543
1055.0,2012.0_3 SERIES,30.259968509080682
1054.0,1999.0_YUKON,30.32911606486899
1053.0,2000.0_BLAZER,30.34001698628652
1052.0,2009.0_ECLIPSE SPYDER,30.365150604938783
1051.0,2009.0_LIBERTY,30.367939405146373
1050.0,2009.0_IS 250,30.39629279069046
1049.0,1994.0_AMIGO,30.40634284293721
1048.0,2022.0_ENCLAVE,30.421628186486846
1047.0,1996.0_200SX,30.44069305623331
1046.0,1995.0_ES 300,30.444709912303736
1045.0,2003.0_MONTANA,30.466725383961958
1044.0,1966.0_F100,30.494811356025302
1043.0,2010.0_CC,30.517463198267738
1042.0,1988.0_LEBARON,30.552395007738497
1041.0,2010.0_XTERRA,30.607990201547846
1040.0,2006.0_PACIFICA,30.649146422231272
1039.0,1996.0_PASEO,30.650241854407064
1038.0,2006.0_RENO,30.655989691326734
1037.0,2002.0_ES 300,30.719606777962003
1036.0,2000.0_ECONOLINE,30.7238022345078
1035.0,2005.0_X3,30.77254384237944
1034.0,2011.0_M37,30.785020166304683
1033.0,2005.0_ECLIPSE,30.80110310012799
1032.0,1996.0_TOWN CAR,30.838934149350155
1031.0,2006.0_ZEPHYR,30.928462664598527
1030.0,1993.0_AEROSTAR,30.939406370972975
1029.0,2012.0_300,30.977670191120456
1028.0,2013.0_SONIC,30.996212451071738
1027.0,2011.0_LIBERTY,30.996403201244252
1026.0,2007.0_ALTIMA,30.997115108341607
1025.0,2007.0_S60,31.01997808400194
1024.0,2006.0_GOLF,31.074383583173468
1023.0,2005.0_OUTLANDER,31.140080448369243
1022.0,1989.0_CAVALIER,31.18014944067395
1021.0,2014.0_Q50,31.20588013774521
1020.0,2004.0_CARAVAN,31.239885187379322
1019.0,2009.0_RIO,31.24721819976477
1018.0,1979.0_B25,31.296801380631006
1017.0,2005.0_SPECTRA5,31.37678138607719
1016.0,2004.0_A6,31.392357947412986
1015.0,1985.0_C20,31.394228128945475
1014.0,1997.0_TALON,31.424519604090218
1013.0,2012.0_ECONOLINE,31.43755443147937
1012.0,2013.0_SOUL,31.493957144442433
1011.0,2003.0_3 SERIES,31.673507595374165
1010.0,2000.0_SILHOUETTE,31.718839926425773
1009.0,2011.0_FLEX,31.733066923830314
1008.0,2001.0_G20,31.76939074015464
1007.0,1987.0_XJ6,31.794199366480647
1006.0,2002.0_V70,31.862124612242585
1005.0,2005.0_VIBE,31.943889697126533
1004.0,1996.0_E-CLASS,32.000790721863716
1003.0,2012.0_CALIBER,32.02484163840404
1002.0,2010.0_FORESTER,32.09045383964589
1001.0,2013.0_JX35,32.11747919085958
1000.0,1995.0_ODYSSEY,32.134892646827744
999.0,1994.0_BONNEVILLE,32.137017384893056
998.0,2011.0_YARIS,32.1423267845018
997.0,2006.0_RABBIT,32.16544991335462
996.0,2007.0_XC70,32.19379601409671
995.0,2007.0_SENTRA,32.218434404285794
994.0,2018.0_MALIBU,32.221184389704945
993.0,2004.0_Q45,32.23986081556087
992.0,2000.0_K2500,32.24522784395227
991.0,2006.0_UPLANDER,32.26357980619432
990.0,2010.0_COROLLA,32.4175619466737
989.0,2005.0_GRAND CARAVAN,32.41831955418924
988.0,1992.0_ELDORADO,32.43077945470898
987.0,2010.0_CX-7,32.44753775192969
986.0,1996.0_BONNEVILLE,32.4513068502796
985.0,1995.0_SABLE,32.47470722106657
984.0,2006.0_LACROSSE,32.477972290283084
983.0,2001.0_CONTINENTAL,32.50018426642315
982.0,2003.0_ESCALADE ESV,32.557476893433744
981.0,1998.0_NAVIGATOR,32.56815740240325
980.0,1990.0_ECONOLINE,32.569504326955695
979.0,2005.0_TRIBUTE,32.58262927596169
978.0,2006.0_COOPER,32.59718072579153
977.0,1980.0_MGB,32.60220497544524
976.0,2007.0_EXPLORER SPORT TRAC,32.61787385260027
975.0,2013.0_SRX,32.65992377036864
974.0,1994.0_CELICA,32.75026738656508
973.0,1996.0_CELICA,32.7639548347112
972.0,1997.0_SEVILLE,32.77385582290073
971.0,2009.0_A4,32.7849227752432
970.0,1966.0_CJ5,32.78948799980807
969.0,2008.0_TAURUS X,32.789624000834
968.0,2000.0_CHEROKEE,32.82982966178456
967.0,1995.0_TALON,32.85444313589327
966.0,2003.0_ALTIMA,32.89363105906147
965.0,1993.0_D150 PICKUP,32.9288233111576
964.0,2009.0_EDGE,32.93478393954432
963.0,1996.0_CHEROKEE,32.953745177032395
962.0,2006.0_MOUNTAINEER,32.96900434308955
961.0,1987.0_SUPRA,32.986839555121115
960.0,2002.0_GS 300,33.00296408108285
959.0,1993.0_SUBURBAN,33.01286212700288
958.0,2008.0_TRAILER,33.077572776628706
957.0,1991.0_M30,33.15182474601011
956.0,2002.0_GRAND MARQUIS,33.15605143820062
955.0,1993.0_CELICA,33.1595020858653
954.0,1995.0_SC 400,33.17075486626471
953.0,1984.0_LASER,33.17929381948593
952.0,1978.0_PHOENIX,33.3232546079957
951.0,2003.0_YUKON XL,33.32667146778778
950.0,2000.0_TAHOE,33.33956836448033
949.0,2017.0_ALTIMA,33.39611838782101
948.0,2001.0_S80,33.43295201122652
947.0,1995.0_PICKUP,33.44287474126933
946.0,2003.0_AERIO,33.496457598594354
945.0,2005.0_SUBURBAN,33.50033441252452
944.0,2008.0_DTS,33.53996064588601
943.0,2007.0_TERRAZA,33.54350777527192
942.0,1999.0_MOUNTAINEER,33.58828147964903
941.0,1995.0_CONTOUR,33.67285645250025
940.0,2003.0_SPECTRA,33.68241573915432
939.0,2019.0_CAMARO,33.69023793924982
938.0,2014.0_ATS,33.78247871463585
937.0,1985.0_F-150,33.79739947932802
936.0,1995.0_BONNEVILLE,33.852311791332085
935.0,1984.0_G20,33.878091701633195
934.0,2009.0_TUCSON,33.8852063967614
933.0,2008.0_G5,33.90052349468325
932.0,2007.0_ELANTRA,33.93508048195482
931.0,2008.0_G35X,33.9365618617933
930.0,2010.0_VUE,33.97416817574131
929.0,2002.0_GRAND CARAVAN,33.9886801188858
928.0,2011.0_XC90,34.041126255672694
927.0,1985.0_TORONADO,34.0460560811339
926.0,2009.0_EQUINOX,34.0668779226372
925.0,2000.0_CENTURY,34.08104121258545
924.0,1998.0_SLK-CLASS,34.09273755673159
923.0,2003.0_ECONOLINE,34.12168591327786
922.0,2010.0_ALTIMA,34.12256431252392
921.0,1973.0_CHARGER,34.15949094492349
920.0,1986.0_G20,34.21058913076497
919.0,2001.0_PATHFINDER,34.226050108207374
918.0,2016.0_FIT,34.27432593874202
917.0,2000.0_JIMMY OR ENVOY,34.34973372895247
916.0,1968.0_THUNDERBIRD,34.36910208863032
915.0,2007.0_G35,34.39596202501866
914.0,1996.0_TACOMA,34.39811205673912
913.0,2010.0_E-CLASS,34.43075322752597
912.0,2012.0_REGAL,34.43078601068748
911.0,1996.0_PARK AVENUE,34.4446502680319
910.0,1998.0_C1500,34.510681727255864
909.0,2016.0_200,34.51928883357988
908.0,2003.0_SAFARI,34.53579904591384
907.0,2018.0_CIVIC,34.564673762910985
906.0,2006.0_COMMANDER,34.6282326919586
905.0,2007.0_GRAND CARAVAN,34.63743559818416
904.0,2007.0_SONATA,34.65665160589657
903.0,1994.0_SENTRA,34.65813166371435
902.0,1974.0_TRAVELALL 1100,34.756657967042784
901.0,2016.0_CAMRY,34.75730546519761
900.0,1992.0_7 SERIES,34.838438426816474
899.0,2002.0_JETTA,34.94198660974834
898.0,1994.0_NINETY EIGHT,34.953148372966616
897.0,2009.0_MAXIMA,34.965878781194256
896.0,2008.0_TOWN & COUNTRY,35.00071838397206
895.0,1972.0_SCOUT,35.0498363495318
894.0,2012.0_E-CLASS,35.065545218635215
893.0,1995.0_TRACKER,35.091152585040184
892.0,2000.0_GS 400,35.143719492097624
891.0,1996.0_SEVILLE,35.21544591652284
890.0,1993.0_CIVIC,35.26447717673809
889.0,1979.0_VOLARE,35.26569844374242
888.0,2002.0_MONTERO SPORT,35.27913134187539
887.0,2003.0_SENTRA,35.29715470431247
886.0,1985.0_ACCORD,35.33217176275912
885.0,2002.0_RX 300,35.36804928908241
884.0,2006.0_SENTRA,35.45424940947529
883.0,2002.0_FREELANDER,35.458042402020794
882.0,1999.0_DISCOVERY,35.46879652041766
881.0,1999.0_CONTOUR,35.52595814696824
880.0,1999.0_C3500,35.5501815653954
879.0,2002.0_ECLIPSE,35.639484417990325
878.0,1999.0_EIGHTY EIGHT,35.64258226655095
877.0,1997.0_MOUNTAINEER,35.64946318795114
876.0,1999.0_EXPRESS,35.66625803476134
875.0,1996.0_ASTRO,35.669581735961714
874.0,2015.0_FUSION,35.67207786702755
873.0,2000.0_C-CLASS,35.704359405102565
872.0,2007.0_TOWN & COUNTRY,35.744035390914604
871.0,2002.0_PASSAT,35.749677967211234
870.0,1984.0_ACCORD,35.79417660187607
869.0,1979.0_280ZX,35.870476061689324
868.0,1998.0_TAURUS,35.88691462739002
867.0,1996.0_SAFARI,35.895294639233796
866.0,2003.0_REGAL,35.90591053077699
865.0,1997.0_ESCORT,35.94269090182959
864.0,2005.0_S60,35.96619427854423
863.0,2010.0_EDGE,35.968810699658356
862.0,1996.0_C2500,35.997462544932965
861.0,2004.0_SUNFIRE,36.09009025767126
860.0,1992.0_3000GT,36.09895612097071
859.0,2005.0_IS 300,36.20094075189202
858.0,2003.0_GRAND AM,36.242758910756045
857.0,2016.0_DART,36.366901807198836
856.0,2006.0_EXPRESS,36.420547001062694
855.0,2005.0_300C,36.43462025263429
854.0,2009.0_JOURNEY,36.48321161052042
853.0,2001.0_VENTURE,36.49542686817356
852.0,1989.0_XJ6,36.49569118611663
851.0,1999.0_300M,36.51590020188261
850.0,1999.0_SILVERADO,36.518260135131314
849.0,2006.0_RX-8,36.51870065006125
848.0,2017.0_EDGE,36.55476646066336
847.0,1992.0_MPV,36.64278538553186
846.0,2014.0_SOUL,36.70002394084352
845.0,1991.0_Q45,36.767032919632264
844.0,2011.0_AVEO,36.79257517926231
843.0,2008.0_HIGHLANDER,36.80243619052999
842.0,1994.0_CORVETTE,36.83779903272796
841.0,2016.0_JETTA,36.91670040620836
840.0,2006.0_TRAILBLAZER,36.936476551826686
839.0,1970.0_NOVA,37.04467095442815
838.0,2006.0_MAZDA3,37.0664460678184
837.0,1990.0_CUTLASS CIERA,37.070692314851605
836.0,2004.0_TAURUS,37.12438344263311
835.0,2001.0_AURORA,37.127306934279765
834.0,2002.0_PATHFINDER,37.1513935868342
833.0,2005.0_SEDONA,37.167182138857065
832.0,1995.0_YUKON,37.19510019760195
831.0,2010.0_PATRIOT,37.20507776917501
830.0,2006.0_B9 TRIBECA,37.213378420580554
829.0,2005.0_QUEST,37.289145158958476
828.0,1989.0_BROUGHAM,37.33939074349796
827.0,2002.0_RANGER,37.36925036255592
826.0,1997.0_PATHFINDER,37.42953575082523
825.0,2001.0_E-CLASS,37.45111652557571
824.0,2007.0_RX 300,37.46838912590105
823.0,2009.0_A6,37.473707187227404
822.0,2001.0_EXPLORER,37.49206693396909
821.0,2006.0_G37X,37.510430345763574
820.0,2007.0_FREESTYLE,37.55866664971707
819.0,2000.0_CELICA,37.57356101351785
818.0,2006.0_G35,37.672749880956694
817.0,2005.0_AVALON,37.697374871300354
816.0,2003.0_PT CRUISER,37.74515432870983
815.0,2011.0_JETTA,37.8203317337806
814.0,2001.0_L SERIES,37.84131213031905
813.0,2000.0_XK8,37.86540897760808
812.0,1989.0_COROLLA,37.87210440687791
811.0,1997.0_ACCORD,37.87461529753202
810.0,1992.0_ESCORT,37.89071948045572
809.0,1998.0_GOLF,37.92887076628306
808.0,2002.0_ESCALADE EXT,37.99032894976716
807.0,2004.0_SRX,37.995496156691644
806.0,2014.0_SPARK,38.00697854639322
805.0,2008.0_TRAILBLAZER,38.11836204617179
804.0,1996.0_RAM VAN,38.12287377755338
803.0,2001.0_MONTE CARLO,38.12557471277858
802.0,2005.0_GRAND VITARA,38.12960110032204
801.0,2014.0_A4,38.154937265148945
800.0,1994.0_JIMMY,38.15816861047312
799.0,1997.0_SKYLARK,38.17362605901283
798.0,2006.0_MAXIMA,38.17484106344508
797.0,2002.0_CENTURY,38.18003780606562
796.0,2003.0_X5,38.18882830023706
795.0,1989.0_MIGHTY MAX,38.22388180349273
794.0,2003.0_FORESTER,38.317510762807764
793.0,2008.0_EDGE,38.35667285615516
792.0,2007.0_YARIS,38.37246070923625
791.0,2006.0_XJ8,38.38996435777101
790.0,1986.0_ACCORD,38.391658337941664
789.0,2000.0_7 SERIES,38.48002850062528
788.0,2006.0_DURANGO,38.483783147828035
787.0,2021.0_COROLLA,38.54933831598379
786.0,2014.0_CAPTIVA SPORT,38.61202704115413
785.0,1990.0_MUSTANG,38.633000919068294
784.0,1997.0_I30,38.6346681421234
783.0,1992.0_CIVIC,38.70762697859299
782.0,1991.0_MUSTANG,38.766845233421655
781.0,1975.0_CONTINENTAL,38.771235115081836
780.0,2006.0_FOCUS,38.84567280255884
779.0,1996.0_QUEST,38.84889133850339
778.0,2003.0_VIBE,38.899967767950365
777.0,2004.0_LEGACY,38.92393373432917
776.0,2006.0_IS 250,38.92547710990087
775.0,2001.0_XL-7,38.927443185610755
774.0,1986.0_240,38.944600351382775
773.0,2004.0_RENDEZVOUS,38.98894905072565
772.0,2003.0_ENVOY XL,39.07117205222897
771.0,1981.0_F-100,39.11420044164304
770.0,1993.0_EXPLORER,39.11695072447842
769.0,2017.0_RENEGADE,39.15014332648746
768.0,2005.0_SONATA,39.17173430845217
767.0,1995.0_LEGACY,39.20841825966372
766.0,2004.0_MPV,39.25501127359033
765.0,2002.0_VUE,39.32005574650416
764.0,2008.0_C30,39.334346229516676
763.0,2000.0_L SERIES,39.33747140671307
762.0,2002.0_300M,39.40840601704942
761.0,2007.0_GL-CLASS,39.448607619637954
760.0,2015.0_PRIUS C,39.516071919593706
759.0,2006.0_MALIBU MAXX,39.57109381081653
