Vehicle Year-Model,Coefficient,Ranking
1996.0_DISCOVERY,-0.06436981994222045,3442.0
2004.0_F-350,-0.06371010076821076,3441.0
1997.0_ES 300,-0.06356399437841047,3440.0
2013.0_CAPTIVA SPORT,-0.06170608483594865,3439.0
2004.0_DEVILLE,-0.06081518055885815,3438.0
1998.0_ODYSSEY,-0.05989854056275602,3437.0
2006.0_GTO,-0.05857853715161732,3436.0
1993.0_E-350 WAGON,-0.057609594623426984,3435.0
1992.0_GRAND CARAVAN,-0.05745718606560376,3434.0
2018.0_ENCORE,-0.05692676789184023,3433.0
1995.0_EXPO,-0.0565315582450792,3432.0
1999.0_NEW BEETLE,-0.056343427461649144,3431.0
1970.0_ECONOLINE,-0.05628260378933995,3430.0
1998.0_200SX,-0.05609029697499335,3429.0
2001.0_TRACKER,-0.055940768515488994,3428.0
1992.0_IMPERIAL,-0.05568798070421424,3427.0
1999.0_GS 300,-0.05349606885082247,3426.0
1976.0_ECONOLINE,-0.05315678202718344,3425.0
2018.0_ALTIMA,-0.053061565707363194,3424.0
1995.0_900,-0.05243050160576031,3423.0
2004.0_FORENZA,-0.05192179744015691,3422.0
2001.0_F-450,-0.05130314774268481,3421.0
2004.0_SEQUOIA,-0.05106785372113606,3420.0
1995.0_200SX,-0.05092026181549253,3419.0
2012.0_INSIGHT,-0.05059323892552336,3418.0
2008.0_TORRENT,-0.049944214667604535,3417.0
2001.0_S-TYPE,-0.04931662480277362,3416.0
1984.0_CAPRICE,-0.048555234020790365,3415.0
1997.0_G3500,-0.0477695243870233,3414.0
1980.0_SUBURBAN,-0.047712029196405936,3413.0
2009.0_3-Sep,-0.047320463922227766,3412.0
1980.0_300,-0.04710354249797544,3411.0
2003.0_ESCAPE,-0.04678055824733498,3410.0
2002.0_PASSPORT,-0.046724345709172964,3409.0
2005.0_G35,-0.045710949339271355,3408.0
2011.0_FORTE,-0.04498097349050921,3407.0
2012.0_S60,-0.044420292700093296,3406.0
1999.0_626,-0.04322752277908817,3405.0
2001.0_RL,-0.04247051665870029,3404.0
1995.0_XJR,-0.0424146802503989,3403.0
1991.0_G3500 RALLY,-0.042372627256388455,3402.0
1994.0_CHEROKEE,-0.041530698524984776,3401.0
2017.0_86,-0.04150701606213919,3400.0
2009.0_CROWN VICTORIA,-0.04075207922960115,3399.0
1986.0_CHEROKEE,-0.040570524470371586,3398.0
1990.0_MARK VII,-0.03927024695478652,3397.0
2017.0_EXPLORER,-0.03917944662759534,3396.0
2007.0_5 SERIES,-0.03853309293385472,3395.0
1997.0_CIVIC DEL SOL,-0.037453548685799115,3394.0
2000.0_PICKUP,-0.036168077913658836,3393.0
2010.0_RAV4,-0.03538509859123554,3392.0
2002.0_LANCER,-0.034202331752369725,3391.0
2014.0_500L,-0.03405590364881802,3390.0
2016.0_JETTA,-0.03358130235713735,3389.0
2004.0_TOUAREG,-0.03357734168050979,3388.0
1981.0_F-100,-0.03304051464514712,3387.0
2010.0_300,-0.03234223363341304,3386.0
2007.0_OPTIMA,-0.032019383724287635,3385.0
1999.0_TAURUS,-0.03198348161927318,3384.0
1997.0_PREVIA,-0.03194035997420782,3383.0
1994.0_GRAND MARQUIS,-0.03154015793539264,3382.0
1993.0_LS 400,-0.031231282025240507,3381.0
2009.0_CX-7,-0.03046185927926722,3380.0
2006.0_GTI,-0.030287508855712995,3379.0
2007.0_PATRIOT,-0.02989972758595607,3378.0
1996.0_CROWN VICTORIA,-0.029348861943696486,3377.0
2003.0_7 SERIES,-0.029071400049330762,3376.0
2002.0_PRIZM,-0.028887622666399288,3375.0
2012.0_CIVIC,-0.02824515357567127,3374.0
1992.0_ROADMASTER,-0.027759720688192907,3373.0
2002.0_E-CLASS,-0.0271593358746746,3372.0
2011.0_RIO,-0.026974000388655335,3371.0
2016.0_RENEGADE,-0.026928909532673625,3370.0
2004.0_RAM PICKUP,-0.02655839734047784,3369.0
2004.0_TRACKER,-0.02654015272432358,3368.0
1990.0_CAMARO,-0.026350026080638123,3367.0
2011.0_LANCER,-0.02592040308805094,3366.0
2000.0_EXPLORER,-0.025577666743632484,3365.0
2008.0_AZERA,-0.023887104672883384,3364.0
1996.0_C3500,-0.023079522180775816,3363.0
2001.0_CL,-0.022057753207941837,3362.0
1992.0_ECONOLINE,-0.021167632669687617,3361.0
2004.0_ESCAPE,-0.02082647684967037,3360.0
2014.0_FOCUS,-0.020547969982724023,3359.0
1987.0_MINI RAM,-0.020195950370520226,3358.0
2009.0_9-2X,-0.02017634619758208,3357.0
1989.0_R3500,-0.020138932094650126,3356.0
2003.0_DURANGO,-0.019620709987503034,3355.0
1997.0_GRAND PRIX,-0.019537685672734062,3354.0
2011.0_CX-7,-0.019110965017015216,3353.0
1990.0_BRONCO,-0.018802722330795583,3352.0
2009.0_XB,-0.01859080066212252,3351.0
1986.0_GL,-0.01782926025488779,3350.0
2004.0_MUSTANG,-0.01764553724327711,3349.0
1996.0_INTEGRA,-0.017153953481048652,3348.0
2001.0_ELANTRA,-0.017087833253866393,3347.0
2009.0_LIBERTY,-0.0166122818504323,3346.0
2001.0_MILLENIA,-0.015865184426927244,3345.0
1993.0_LEGACY,-0.015207931787092574,3344.0
2007.0_FJ CRUISER,-0.014727890600785014,3343.0
1999.0_G20,-0.0144880590578744,3342.0
1985.0_CELEBRITY,-0.013936295151556758,3341.0
1989.0_240SX,-0.013824655444237825,3340.0
2002.0_SONOMA,-0.013768997777520494,3339.0
1999.0_LHS,-0.01339805233499536,3338.0
1997.0_MONTERO SPORT,-0.012877940692558905,3337.0
2012.0_FORTE,-0.01269505016008752,3336.0
1997.0_B-SERIES,-0.012424137586472622,3335.0
2003.0_OUTLANDER,-0.012330290065396118,3334.0
2012.0_SRX,-0.012050198199925087,3333.0
2009.0_PATHFINDER,-0.011579494350363326,3332.0
2011.0_CAYENNE,-0.011307247287866529,3331.0
1978.0_VAN SPORTSMAN,-0.011268310777873759,3330.0
1987.0_RAM PICKUP,-0.011021160161835146,3329.0
2007.0_X3,-0.010509416528638951,3328.0
2005.0_OUTBACK,-0.010438876858336011,3327.0
2005.0_C-CLASS,-0.010196146185659687,3326.0
2007.0_WRANGLER UNLIMITED,-0.010173951454607168,3325.0
2022.0_ZAGATO,-0.009878794757264494,3324.0
2003.0_XC70,-0.009748972051372588,3323.0
2006.0_GRAND VITARA,-0.009186527715462618,3322.0
2002.0_ESCAPE,-0.008987806241687638,3321.0
2011.0_GOLF,-0.0089388437444536,3320.0
2016.0_ALTIMA,-0.008511669934429894,3319.0
2010.0_LEGACY,-0.008487698410099572,3318.0
2010.0_GALANT,-0.0076149519740566825,3317.0
1988.0_CHEROKEE,-0.007478308264740498,3316.0
1999.0_INTREPID,-0.007457032773044065,3315.0
2007.0_S60,-0.006807315301933585,3314.0
2018.0_YZFR3,-0.00667580482503756,3313.0
2007.0_TORRENT,-0.006647339612482641,3312.0
2006.0_M2,-0.006598546813561953,3311.0
2004.0_CAVALIER,-0.006499817671417297,3310.0
2005.0_COBALT,-0.0057323051448810265,3309.0
2000.0_I30,-0.004907117206943107,3308.0
2006.0_5 SERIES,-0.00484665955955801,3307.0
1985.0_PICKUP,-0.004713723639762132,3306.0
1989.0_3 SERIES,-0.004626535638969974,3305.0
2012.0_MV-1,-0.004165775356358487,3304.0
2009.0_ECLIPSE SPYDER,-0.003844186979106659,3303.0
2005.0_MONTANA,-0.003721376768947167,3302.0
2009.0_ALTIMA,-0.003666135311087829,3301.0
1995.0_TOWN CAR,-0.00357341845783369,3300.0
1998.0_QUEST,-0.0034472865493186716,3299.0
1997.0_TL,-0.0034393908603269005,3298.0
2001.0_TL,-0.0033484608211665754,3297.0
1978.0_DEVILLE,-0.0031918480303256376,3296.0
1998.0_S SERIES,-0.002965539646007061,3295.0
1983.0_MAXIMA,-0.00265196846073084,3294.0
1995.0_SAFARI,-0.0026260535080615734,3293.0
2003.0_V40,-0.0023180667062182104,3292.0
2019.0_Q50,-0.0022538890321697103,3291.0
2021.0_EQUINOX,-0.0020926389231604443,3290.0
2007.0_LIBERTY,-0.0019802538322315293,3289.0
2005.0_COLORADO,-0.0019224971896336953,3288.0
1992.0_300,-0.001782922002297473,3287.0
2001.0_G20,-0.0017642662830626048,3286.0
2002.0_SAVANA,-0.00163414419279247,3285.0
2001.0_OUTBACK,-0.0015828348945318667,3284.0
2007.0_FREESTYLE,-0.0012662289684795317,3283.0
1988.0_CAMRY,-0.0012225248765702847,3282.0
2006.0_TC,-0.0010628826498549843,3281.0
1994.0_BONNEVILLE,-0.0008233054385477675,3280.0
2011.0_OUTBACK,-0.0006239992565159225,3279.0
1987.0_LESABRE,-0.0006175843876001789,3278.0
2006.0_SIERRA,-0.0003455647173290952,3277.0
1993.0_S10,-0.0002541389457204615,3276.0
1999.0_DISCOVERY,-0.00017444020576586755,3275.0
2006.0_RANGE ROVER VELAR,-0.00015395071093174113,3274.0
2005.0_LACROSSE,-0.00015073191493615402,3273.0
2000.0_TRACKER,-0.00012561774015522223,3272.0
2018.0_FORTE,-9.535230445393281e-05,3271.0
1979.0_FIREBIRD,-8.60336758136635e-05,3270.0
1991.0_CIVIC,-3.291598864878487e-05,3269.0
1999.0_M2,-1.1525548920717796e-12,3268.0
2004.0_GS 430,-6.437898369101198e-13,3267.0
1995.0_D150 PICKUP,-4.966070732530109e-13,3266.0
2014.0_FREELANDER,-3.720895701324594e-13,3265.0
2016.0_F-250,-3.329745538469185e-13,3264.0
2011.0_RANGE ROVER,-3.2838337421459937e-13,3263.0
2017.0_SOUL,-2.624169678693757e-13,3262.0
1983.0_THUNDERBIRD,-2.0065207269688905e-13,3261.0
2004.0_YZFR3,-1.8888474433882288e-13,3260.0
2016.0_RANGE ROVER,-1.8454048173814358e-13,3259.0
1973.0_CENTURY,-1.6102959181645968e-13,3258.0
2017.0_ZX1200C,-1.518127314945014e-13,3257.0
1976.0_CHEYENNE,-1.4066561697347718e-13,3256.0
1995.0_8 SERIES,-6.784787434820322e-14,3255.0
2012.0_EXPEDITION,-6.331297565177363e-14,3254.0
2007.0_GTI,-6.17101850180469e-14,3253.0
1992.0_CUSTOM CRUISER,-6.009738420234865e-14,3252.0
2007.0_OUTBACK,-5.95361039261518e-14,3251.0
1968.0_GALAXY,-5.563849743538962e-14,3250.0
2020.0_SONIC,-5.548850154162205e-14,3249.0
1980.0_TRIUMPH,-5.388909960412056e-14,3248.0
2006.0_RX 400H,-5.358760791751977e-14,3247.0
1994.0_C3500HD,-3.805768196701367e-14,3246.0
2008.0_TOUAREG,-3.433402864747025e-14,3245.0
1978.0_SEVILLE,-3.399412266234118e-14,3244.0
1982.0_BRONCO,-3.665784135224817e-15,3243.0
2017.0_2500,-3.231818110555155e-15,3242.0
2009.0_Q7,-5.562319458933932e-16,3241.0
2010.0_GRAND CHEROKEE,-4.763721100513998e-16,3240.0
2015.0_Q40,-3.067999407879272e-16,3239.0
2005.0_IS 250,-4.828881864063388e-17,3238.0
2012.0_CROSSTOUR,-3.066959609669768e-17,3237.0
2020.0_SOUL,-3.027547304777121e-17,3236.0
2014.0_ECONOLINE,-2.656582696549496e-17,3235.0
2015.0_ENCLAVE,-1.9673571981832704e-17,3234.0
2011.0_M-CLASS,-1.883989474511429e-17,3233.0
1984.0_G3500 VANDURA,-1.4358367564925787e-17,3232.0
2011.0_SPRINTER 2500,-7.654637892922884e-18,3231.0
2020.0_FZ07,-7.367598163482315e-18,3230.0
2008.0_CAYENNE,-7.010193393530897e-18,3229.0
2014.0_IMPREZA,-5.848645735977395e-18,3228.0
2017.0_OUTBACK,-5.2487846348515085e-18,3227.0
1979.0_MALIBU,-3.3909660132935403e-18,3226.0
1976.0_GRAND LEMANS,-3.1083855121857452e-18,3225.0
1979.0_VELOCE,-3.0376703014985223e-18,3224.0
1989.0_PICK UP,-1.104607382363099e-18,3223.0
1972.0_TRANSPORTER,-5.523036911815495e-19,3219.0
1988.0_XJS,-5.523036911815495e-19,3219.0
1956.0_HORNET,-5.523036911815495e-19,3219.0
1966.0_BEETLE,-5.523036911815495e-19,3219.0
2002.0_GRAND LEMANS,-5.478958567833589e-19,3218.0
2022.0_MODEL 3,-2.8336916013393525e-19,3207.0
2021.0_SCOOTER,-2.8336916013393525e-19,3207.0
2007.0_4RUNNER,-2.8336916013393525e-19,3207.0
2019.0_CHEROKEE,-2.8336916013393525e-19,3207.0
2016.0_F-150,-2.8336916013393525e-19,3207.0
2021.0_FZ07,-2.8336916013393525e-19,3207.0
2016.0_CLA-CLASS,-2.8336916013393525e-19,3207.0
2020.0_SIERRA,-2.8336916013393525e-19,3207.0
2006.0_PICKUP,-2.8336916013393525e-19,3207.0
2020.0_DURANGO,-2.8336916013393525e-19,3207.0
1991.0_S10 PU,-2.8336916013393525e-19,3207.0
2001.0_SPECTRA,0.0,1982.0
1976.0_MALIBU,-0.0,1982.0
1975.0_EL CAMINO,-0.0,1982.0
1982.0_EL CAMINO,-0.0,1982.0
2006.0_DAKOTA,0.0,1982.0
1993.0_SC 300,-0.0,1982.0
1994.0_E-CLASS,-0.0,1982.0
2010.0_ACCORD,0.0,1982.0
2002.0_CL-CLASS,-0.0,1982.0
1997.0_SWIFT,0.0,1982.0
2002.0_LANOS,0.0,1982.0
1988.0_FIERO,0.0,1982.0
1984.0_FIERO,0.0,1982.0
2006.0_EXPEDITION EL,-0.0,1982.0
2014.0_EXPEDITION,0.0,1982.0
2010.0_YUKON,0.0,1982.0
1997.0_VILLAGER,0.0,1982.0
1991.0_AEROSTAR,0.0,1982.0
1994.0_3 SERIES,-0.0,1982.0
1993.0_7 SERIES,-0.0,1982.0
2002.0_ASTRO,0.0,1982.0
1999.0_MYSTIQUE,-0.0,1982.0
2008.0_OPTIMA,0.0,1982.0
1997.0_TIBURON,-0.0,1982.0
2005.0_DAKOTA,-0.0,1982.0
2001.0_GOLF,-0.0,1982.0
1986.0_RANGER,0.0,1982.0
2011.0_XF,0.0,1982.0
2019.0_C-HR,-0.0,1982.0
2008.0_TACOMA,-0.0,1982.0
1979.0_F25,-0.0,1982.0
2009.0_SKY,0.0,1982.0
1997.0_SILVERADO,0.0,1982.0
1988.0_MUSTANG,-0.0,1982.0
2010.0_FORTE,0.0,1982.0
2011.0_ECONOLINE,-0.0,1982.0
1994.0_BLAZER S10,-0.0,1982.0
2003.0_ENVOY XL,-0.0,1982.0
1995.0_BLAZER,0.0,1982.0
1995.0_CAPRICE CLASSIC,-0.0,1982.0
1988.0_CAPRICE CLASSIC,0.0,1982.0
2006.0_CLS-CLASS,-0.0,1982.0
2018.0_SENTRA,0.0,1982.0
2003.0_MONTERO,-0.0,1982.0
2004.0_I35,-0.0,1982.0
1997.0_RIVIERA,-0.0,1982.0
1989.0_S10,-0.0,1982.0
1994.0_TRACER,-0.0,1982.0
2004.0_RANGER,-0.0,1982.0
2008.0_RL,-0.0,1982.0
1993.0_CUTLASS CIERA,-0.0,1982.0
1988.0_S10,-0.0,1982.0
1978.0_ECONOLINE,-0.0,1982.0
1994.0_MARK VIII,-0.0,1982.0
1998.0_C-CLASS,0.0,1982.0
2009.0_OUTLOOK,0.0,1982.0
2015.0_IMPALA,0.0,1982.0
2000.0_MIRAGE,-0.0,1982.0
2006.0_GALANT,-0.0,1982.0
1994.0_LEGACY,0.0,1982.0
1999.0_ECLIPSE,-0.0,1982.0
2001.0_MIRAGE,0.0,1982.0
2011.0_XD,0.0,1982.0
2019.0_MIRAGE,0.0,1982.0
1999.0_MX-5 MIATA,0.0,1982.0
2017.0_IMPREZA,0.0,1982.0
2013.0_SANTA FE SPORT,-0.0,1982.0
2012.0_XTERRA,0.0,1982.0
1996.0_TACOMA,-0.0,1982.0
2003.0_CONCORDE,0.0,1982.0
2005.0_LS,-0.0,1982.0
1997.0_TRACER,-0.0,1982.0
2004.0_CR-V,0.0,1982.0
1989.0_5 SERIES,0.0,1982.0
1991.0_5 SERIES,-0.0,1982.0
1998.0_G2500,0.0,1982.0
1983.0_ECONOLINE,0.0,1982.0
2000.0_EXPRESS,0.0,1982.0
1996.0_SUNFIRE,0.0,1982.0
2001.0_CELICA,-0.0,1982.0
1985.0_300,0.0,1982.0
1995.0_ASPIRE,-0.0,1982.0
2002.0_TRACKER,-0.0,1982.0
1998.0_SPORTAGE,0.0,1982.0
2003.0_XL-7,0.0,1982.0
1988.0_LTD CROWN VICTORIA,0.0,1982.0
2008.0_FIT,-0.0,1982.0
2011.0_VERSA,-0.0,1982.0
2007.0_ECONOLINE,-0.0,1982.0
1989.0_CLUB WAGON,-0.0,1982.0
1995.0_CROWN VICTORIA,0.0,1982.0
1985.0_GRAND MARQUIS,-0.0,1982.0
1997.0_CONTINENTAL,0.0,1982.0
1999.0_IMPALA,-0.0,1982.0
2008.0_FORESTER,0.0,1982.0
1997.0_QUEST,-0.0,1982.0
1991.0_MONTERO,0.0,1982.0
2014.0_FORESTER,0.0,1982.0
2014.0_ACCORD,0.0,1982.0
2006.0_IS 350,-0.0,1982.0
2019.0_CHARGER,0.0,1982.0
1994.0_ELDORADO,0.0,1982.0
2012.0_500,0.0,1982.0
2001.0_3 SERIES,0.0,1982.0
2001.0_SILVERADO 2500,-0.0,1982.0
1988.0_G2500 VANDURA,-0.0,1982.0
2013.0_G37X,-0.0,1982.0
1993.0_Q45,-0.0,1982.0
2015.0_4 SERIES,0.0,1982.0
2014.0_4 SERIES,0.0,1982.0
2023.0_STINGER,0.0,1982.0
2005.0_TRIBUTE,-0.0,1982.0
1993.0_EXPO,-0.0,1982.0
2008.0_GRAND PRIX,0.0,1982.0
1996.0_PASEO,-0.0,1982.0
1995.0_PREVIA,0.0,1982.0
1995.0_DAKOTA,0.0,1982.0
1999.0_DAKOTA,-0.0,1982.0
2014.0_FORTE,-0.0,1982.0
1980.0_MGB,-0.0,1982.0
2000.0_4RUNNER,-0.0,1982.0
2007.0_F-350,-0.0,1982.0
1995.0_JETTA,0.0,1982.0
1993.0_G20,0.0,1982.0
1995.0_ESCORT,-0.0,1982.0
1994.0_CROWN VICTORIA,0.0,1982.0
2006.0_FIVE HUNDRED,-0.0,1982.0
2002.0_PARK AVENUE,0.0,1982.0
1989.0_F-250,0.0,1982.0
2002.0_RANGE ROVER,-0.0,1982.0
1996.0_TL,-0.0,1982.0
2004.0_MALIBU MAXX,-0.0,1982.0
2008.0_TRAILBLAZER,0.0,1982.0
2010.0_JOURNEY,0.0,1982.0
1997.0_LS 400,-0.0,1982.0
1987.0_RAM VAN,0.0,1982.0
1986.0_MARK VII,0.0,1982.0
2002.0_AVALON,0.0,1982.0
1984.0_RAM VAN,-0.0,1982.0
1996.0_4RUNNER,-0.0,1982.0
2014.0_X5,-0.0,1982.0
2009.0_RABBIT,0.0,1982.0
2002.0_S SERIES,0.0,1982.0
2001.0_CAMARO,-0.0,1982.0
2006.0_TUNDRA,-0.0,1982.0
2010.0_TOWN & COUNTRY,-0.0,1982.0
2011.0_JETTA,-0.0,1982.0
2003.0_RSX,0.0,1982.0
2006.0_TSX,-0.0,1982.0
2009.0_SANTA FE,0.0,1982.0
2014.0_JOURNEY,0.0,1982.0
2006.0_V50,-0.0,1982.0
2011.0_GENESIS COUPE,0.0,1982.0
2010.0_OUTLANDER,0.0,1982.0
2013.0_PRIUS C,-0.0,1982.0
2003.0_ASCENDER,0.0,1982.0
1987.0_BROUGHAM,0.0,1982.0
1990.0_FESTIVA,-0.0,1982.0
1989.0_FESTIVA,0.0,1982.0
1992.0_TRACER,0.0,1982.0
2011.0_FRONTIER,-0.0,1982.0
1988.0_300ZX,-0.0,1982.0
2010.0_GENESIS COUPE,-0.0,1982.0
2010.0_G6,0.0,1982.0
2010.0_CAMRY,-0.0,1982.0
2004.0_EXPEDITION,-0.0,1982.0
2010.0_MILAN,-0.0,1982.0
2005.0_SUNFIRE,0.0,1982.0
1998.0_REGAL,0.0,1982.0
2006.0_MONTE CARLO,-0.0,1982.0
2008.0_EXPLORER SPORT TRAC,0.0,1982.0
2011.0_CC,0.0,1982.0
2007.0_CROWN VICTORIA,0.0,1982.0
1997.0_CONTOUR,-0.0,1982.0
1991.0_FIREBIRD,-0.0,1982.0
1993.0_TEMPO,0.0,1982.0
1992.0_TEMPO,0.0,1982.0
2002.0_ESCORT,-0.0,1982.0
1999.0_LEGEND,0.0,1982.0
1990.0_MONTERO,0.0,1982.0
2014.0_PRIUS,-0.0,1982.0
2010.0_ARMADA,-0.0,1982.0
2008.0_SONATA,-0.0,1982.0
2012.0_MAZDA5,0.0,1982.0
2011.0_XC90,0.0,1982.0
2011.0_EQUINOX,0.0,1982.0
1992.0_5 SERIES,-0.0,1982.0
2002.0_3 SERIES,0.0,1982.0
1978.0_VAN,0.0,1982.0
1996.0_PICKUP,0.0,1982.0
1995.0_SONOMA,-0.0,1982.0
1997.0_AEROSTAR,-0.0,1982.0
1991.0_RAM WAGON,-0.0,1982.0
1999.0_RL,-0.0,1982.0
2007.0_GALANT,0.0,1982.0
1993.0_C1500,-0.0,1982.0
1991.0_940 SERIES,-0.0,1982.0
1972.0_900 P/U,-0.0,1982.0
2001.0_XK8,0.0,1982.0
2003.0_TRUCK,0.0,1982.0
2013.0_ELANTRA COUPE,0.0,1982.0
1988.0_S15,0.0,1982.0
1998.0_TALON,0.0,1982.0
2012.0_CR-Z,0.0,1982.0
1989.0_CAMARO,0.0,1982.0
2000.0_RANGER,0.0,1982.0
1995.0_CELICA,-0.0,1982.0
1999.0_GRAND VITARA,0.0,1982.0
2016.0_ENCORE,0.0,1982.0
2006.0_MONTEREY,0.0,1982.0
1997.0_LHS,-0.0,1982.0
2004.0_XJ8,-0.0,1982.0
2002.0_ECONOLINE WAGON,-0.0,1982.0
2012.0_AZERA,0.0,1982.0
1985.0_CONTINENTAL,0.0,1982.0
1992.0_COROLLA,0.0,1982.0
1996.0_COROLLA,0.0,1982.0
2005.0_VERONA,0.0,1982.0
1991.0_740 SERIES,0.0,1982.0
2006.0_A8,-0.0,1982.0
2000.0_TUNDRA,0.0,1982.0
1999.0_C-CLASS,-0.0,1982.0
2000.0_C-CLASS,-0.0,1982.0
1980.0_THUNDERBIRD,-0.0,1982.0
1998.0_FORESTER,-0.0,1982.0
1998.0_DIAMANTE,-0.0,1982.0
2003.0_PRIUS,0.0,1982.0
1989.0_F-350,0.0,1982.0
2005.0_CIVIC,-0.0,1982.0
1995.0_CONCORDE,0.0,1982.0
1997.0_RL,0.0,1982.0
1993.0_LESABRE,-0.0,1982.0
2004.0_REGAL,0.0,1982.0
2009.0_TUCSON,0.0,1982.0
1990.0_SABLE,-0.0,1982.0
2006.0_VUE,-0.0,1982.0
2006.0_COLORADO,-0.0,1982.0
1997.0_SUBURBAN,0.0,1982.0
1996.0_K1500,0.0,1982.0
2000.0_VENTURE,0.0,1982.0
2003.0_RENDEZVOUS,-0.0,1982.0
2010.0_PATRIOT,-0.0,1982.0
2010.0_ENCLAVE,-0.0,1982.0
2009.0_COOPER,0.0,1982.0
1980.0_SL-CLASS,0.0,1982.0
1977.0_SUBURBAN,-0.0,1982.0
1983.0_STANZA,-0.0,1982.0
1989.0_D150 PICKUP,0.0,1982.0
2020.0_EQUINOX,-0.0,1982.0
2016.0_TERRAIN,-0.0,1982.0
1965.0_F-100,0.0,1982.0
1973.0_CHARGER,0.0,1982.0
1964.0_THUNDERBIRD,0.0,1982.0
1967.0_RANCHERO,0.0,1982.0
1999.0_F-350,0.0,1982.0
1990.0_C2500,-0.0,1982.0
2000.0_PARK AVENUE,-0.0,1982.0
1994.0_PROBE,0.0,1982.0
1995.0_B-SERIES,0.0,1982.0
2004.0_DIAMANTE,-0.0,1982.0
2008.0_S40,-0.0,1982.0
1999.0_SONATA,0.0,1982.0
1990.0_ECONOLINE,-0.0,1982.0
2008.0_CROWN VICTORIA,0.0,1982.0
1989.0_C2500,0.0,1982.0
2004.0_GRAND CARAVAN,0.0,1982.0
2005.0_EQUINOX,-0.0,1982.0
1995.0_JIMMY,0.0,1982.0
2005.0_300,-0.0,1982.0
1998.0_BREEZE,0.0,1982.0
1994.0_CONCORDE,0.0,1982.0
2004.0_CIVIC,-0.0,1982.0
2002.0_SUBURBAN,-0.0,1982.0
2007.0_MAZDA5,0.0,1982.0
2013.0_GRAND CARAVAN,-0.0,1982.0
2005.0_TSX,-0.0,1982.0
1981.0_SUBURBAN,-0.0,1982.0
2001.0_F-350,-0.0,1982.0
2008.0_ROGUE,0.0,1982.0
2002.0_TT,-0.0,1982.0
1986.0_EL CAMINO,-0.0,1982.0
2010.0_KIZASHI,0.0,1982.0
2013.0_EXPLORER,0.0,1982.0
2009.0_TOUAREG,0.0,1982.0
2000.0_QUATTRO,0.0,1982.0
2006.0_9-7X,0.0,1982.0
1970.0_MAVERICK,-0.0,1982.0
2003.0_TT,-0.0,1982.0
2010.0_M35,0.0,1982.0
1988.0_CARAVAN,-0.0,1982.0
2005.0_STRATUS,0.0,1982.0
2001.0_STRATUS,-0.0,1982.0
1998.0_STRATUS,-0.0,1982.0
2006.0_STS,0.0,1982.0
2003.0_PATHFINDER,-0.0,1982.0
2000.0_LEGACY,0.0,1982.0
2019.0_CAMARO,0.0,1982.0
2019.0_OUTBACK,0.0,1982.0
2011.0_CHALLENGER,0.0,1982.0
2010.0_ECLIPSE,-0.0,1982.0
2014.0_CAMARO,0.0,1982.0
2004.0_DAKOTA,-0.0,1982.0
1995.0_CARAVAN,-0.0,1982.0
2005.0_ACCORD,-0.0,1982.0
2013.0_G37,-0.0,1982.0
2015.0_GENESIS COUPE,0.0,1982.0
2007.0_TSX,-0.0,1982.0
2009.0_MKS,-0.0,1982.0
1984.0_G30,0.0,1982.0
2009.0_SENTRA,0.0,1982.0
2013.0_MAZDA5,-0.0,1982.0
2006.0_ECLIPSE,0.0,1982.0
2001.0_JETTA,0.0,1982.0
2002.0_NEON,-0.0,1982.0
2015.0_FZ07,-0.0,1982.0
2005.0_QUEST,0.0,1982.0
2000.0_RX 300,-0.0,1982.0
1996.0_ACCENT,-0.0,1982.0
1998.0_SEPHIA,-0.0,1982.0
2005.0_SANTA FE,-0.0,1982.0
2011.0_COOPER,-0.0,1982.0
2015.0_ELANTRA,0.0,1982.0
2004.0_FREELANDER,0.0,1982.0
2002.0_ECHO,-0.0,1982.0
2000.0_CAMRY,0.0,1982.0
2005.0_SEBRING,0.0,1982.0
2004.0_SEBRING,0.0,1982.0
2002.0_INTREPID,0.0,1982.0
2003.0_SEBRING,-0.0,1982.0
2000.0_BRAVADA,0.0,1982.0
2003.0_BLAZER,0.0,1982.0
1978.0_MALIBU,0.0,1982.0
1983.0_NINETY EIGHT,0.0,1982.0
2001.0_ECONOLINE WAGON,0.0,1982.0
2005.0_F-350,-0.0,1982.0
1989.0_ELDORADO,-0.0,1982.0
1997.0_MPV,-0.0,1982.0
1984.0_WAGONEER,-0.0,1982.0
2008.0_PACIFICA,0.0,1982.0
1997.0_SKYLARK,0.0,1982.0
1969.0_COUGAR,0.0,1982.0
1995.0_REGAL,-0.0,1982.0
2007.0_SILVERADO,-0.0,1982.0
2000.0_CONCORDE,0.0,1982.0
2013.0_EQUUS,0.0,1982.0
2019.0_ESCAPE,0.0,1982.0
2001.0_MONTANA,0.0,1982.0
1991.0_F-250,-0.0,1982.0
2013.0_SPORTAGE,0.0,1982.0
2015.0_TERRAIN,0.0,1982.0
2014.0_AVALON HYBRID,0.0,1982.0
1969.0_DELTA 88,0.0,1982.0
1969.0_LESABRE,0.0,1982.0
2014.0_SANTA FE SPORT,-0.0,1982.0
2013.0_CTS,0.0,1982.0
2001.0_CROWN VICTORIA,-0.0,1982.0
2002.0_SEQUOIA,-0.0,1982.0
1988.0_260,-0.0,1982.0
2006.0_SRX,-0.0,1982.0
1990.0_SENTRA,-0.0,1982.0
1992.0_CLUB WAGON,0.0,1982.0
